timestamp,event,hw_timestamp,cmd_speed(s),joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,gripper_state
1626880798567128064,pose_received,1626880798562721967,0.15,0.279,0.000,0.000,0.015,-0.012,0.000,1
1626880798715054080,pose_received,1626880798712310075,0.15,0.349,0.000,0.000,0.015,-0.012,0.000,1
1626880798864686848,pose_received,1626880798862468957,0.15,0.419,0.000,0.000,0.015,-0.012,0.000,1
1626880799014916864,pose_received,1626880799012465000,0.15,0.489,0.000,0.000,0.015,-0.012,0.000,1
1626880799164807936,pose_received,1626880799162467002,0.15,0.559,0.000,0.000,0.015,-0.012,0.000,1
1626880799314652928,pose_received,1626880799312513113,0.15,0.629,0.000,0.000,0.015,-0.012,0.000,1
1626880799464651008,pose_received,1626880799462452888,0.15,0.699,0.000,0.000,0.015,-0.012,0.000,1
1626880799615386880,pose_received,1626880799612445116,0.15,0.769,0.000,0.000,0.015,-0.012,0.000,1
1626880799764617984,pose_received,1626880799762412071,0.15,0.839,0.000,0.000,0.015,-0.012,0.000,1
1626880799914278144,pose_received,1626880799912406921,0.15,0.909,0.000,0.000,0.015,-0.012,0.000,1
1626880800064436992,pose_received,1626880800062372922,0.15,0.979,0.000,0.000,0.015,-0.012,0.000,1
1626880800215462912,pose_received,1626880800212670087,0.15,1.049,0.000,0.000,0.015,-0.012,0.000,1
1626880800364662784,pose_received,1626880800362418889,0.15,1.119,0.000,0.000,0.015,-0.012,0.000,1
1626880800518402048,pose_received,1626880800514231920,0.15,1.189,0.000,0.000,0.015,-0.012,0.000,1
1626880800664477952,pose_received,1626880800662563085,0.15,1.259,0.000,0.000,0.015,-0.012,0.000,1
1626880800814636032,pose_received,1626880800812690019,0.15,1.329,0.000,0.000,0.015,-0.012,0.000,1
1626880800964279808,pose_received,1626880800962481021,0.15,1.399,0.000,0.000,0.015,-0.012,0.000,1
1626880801113190912,pose_received,1626880801112180948,0.15,1.469,0.000,0.000,0.015,-0.012,0.000,1
1626880801263138048,pose_received,1626880801262084960,0.15,1.539,0.000,0.000,0.015,-0.012,0.000,1
1626880801414258944,pose_received,1626880801412395954,0.15,1.609,0.000,0.000,0.015,-0.012,0.000,1
1626880801564727040,pose_received,1626880801562549114,0.15,1.679,0.000,0.000,0.015,-0.012,0.000,1
1626880801714618880,pose_received,1626880801712840080,0.15,1.749,0.000,0.000,0.015,-0.012,0.000,1
1626880801864527104,pose_received,1626880801862721920,0.15,1.819,0.000,0.000,0.015,-0.012,0.000,1
1626880802014355968,pose_received,1626880802012468099,0.15,1.889,0.000,0.000,0.015,-0.012,0.000,1
1626880802164401152,pose_received,1626880802162604093,0.15,1.896,0.000,-0.070,0.015,-0.012,0.000,1
1626880802314467840,pose_received,1626880802312491893,0.15,1.896,0.000,-0.140,0.015,-0.012,0.000,1
1626880802464802048,pose_received,1626880802462723016,0.15,1.896,0.000,-0.210,0.015,-0.012,0.000,1
1626880802615659008,pose_received,1626880802612761974,0.15,1.896,0.000,-0.280,0.015,-0.012,0.000,1
1626880802764410880,pose_received,1626880802762562036,0.15,1.896,0.000,-0.350,0.015,-0.012,0.000,1
1626880802914295040,pose_received,1626880802912405014,0.15,1.896,0.000,-0.420,0.015,-0.012,0.000,1
1626880803065197056,pose_received,1626880803062484979,0.15,1.896,0.000,-0.490,0.015,-0.012,0.000,1
1626880803215329024,pose_received,1626880803212447881,0.15,1.966,0.000,-0.490,0.015,-0.012,0.000,1
1626880803364881152,pose_received,1626880803362387895,0.15,2.036,0.000,-0.490,0.015,-0.012,0.000,1
1626880803514796032,pose_received,1626880803512271881,0.15,2.106,0.000,-0.490,0.015,-0.012,0.000,1
1626880803664593920,pose_received,1626880803662317037,0.15,2.176,0.000,-0.490,0.015,-0.012,0.000,1
1626880803964343040,pose_received,1626880803962466001,0.15,2.176,0.000,-0.560,0.015,-0.012,0.000,1
1626880804115046144,pose_received,1626880804112426042,0.15,2.176,0.000,-0.630,0.015,-0.012,0.000,1
1626880804264781056,pose_received,1626880804262475967,0.15,2.176,0.000,-0.700,0.015,-0.012,0.000,1
1626880805014900992,pose_received,1626880805012255907,0.15,2.176,0.000,-0.770,0.015,-0.012,0.000,1
1626880805164489984,pose_received,1626880805162436962,0.15,2.176,0.000,-0.840,0.015,-0.012,0.000,1
1626880805315254016,pose_received,1626880805312444925,0.15,2.106,0.000,-0.840,0.015,-0.012,0.000,1
1626880805914836992,pose_received,1626880805912389993,0.15,2.106,-0.070,-0.840,0.015,-0.012,0.000,1
1626880806065128960,pose_received,1626880806062789916,0.15,2.106,-0.140,-0.840,0.015,-0.012,0.000,1
1626880806364893952,pose_received,1626880806362411975,0.15,2.106,-0.140,-0.770,0.015,-0.012,0.000,1
1626880806514429952,pose_received,1626880806512478113,0.15,2.106,-0.151,-0.770,0.015,-0.012,0.000,1
1626880806664436992,pose_received,1626880806662451028,0.15,2.106,-0.221,-0.770,0.015,-0.012,0.000,1
1626880806814754048,pose_received,1626880806812500000,0.15,2.106,-0.221,-0.700,0.015,-0.012,0.000,1
1626880807114301952,pose_received,1626880807112322092,0.15,2.106,-0.291,-0.700,0.015,-0.012,0.000,1
1626880807415016960,pose_received,1626880807412679910,0.15,2.106,-0.291,-0.770,0.048,-0.012,0.000,1
1626880807564857088,pose_received,1626880807562472105,0.15,2.106,-0.291,-0.840,0.048,-0.012,0.000,1
1626880808013554176,pose_received,1626880808012140035,0.15,2.106,-0.361,-0.840,0.048,-0.012,0.000,1
1626880808315249920,pose_received,1626880808312858104,0.15,2.106,-0.361,-0.770,0.048,-0.012,0.000,1
1626880808614553856,pose_received,1626880808612436056,0.15,2.106,-0.431,-0.770,0.048,-0.012,0.000,1
1626880808764743168,pose_received,1626880808762304067,0.15,2.106,-0.501,-0.770,0.048,-0.012,0.000,1
1626880809364948992,pose_received,1626880809362413883,0.15,2.036,-0.501,-0.770,0.048,-0.012,0.000,1
1626880810114337024,pose_received,1626880810112306118,0.15,2.036,-0.501,-0.700,0.048,-0.012,0.000,1
1626880810264832000,pose_received,1626880810262422084,0.15,2.036,-0.501,-0.681,0.048,-0.012,0.000,1
1626880810414941184,pose_received,1626880810412405014,0.15,2.036,-0.501,-0.662,0.048,-0.012,0.000,1
1626880811614331904,pose_received,1626880811612164974,0.15,2.036,-0.571,-0.662,0.048,-0.012,0.000,1
1626880812214433024,pose_received,1626880812212352037,0.15,2.036,-0.571,-0.592,0.048,-0.012,0.000,1
1626880812664339968,pose_received,1626880812662316083,0.15,2.036,-0.595,-0.592,0.048,-0.012,0.000,1
1626880813415069184,pose_received,1626880813412362098,0.15,2.036,-0.665,-0.592,0.048,-0.012,0.000,1
1626880815664918016,pose_received,1626880815662419080,0.15,2.036,-0.595,-0.592,0.048,-0.012,0.000,2
1626880815814688000,pose_received,1626880815812441110,0.15,2.036,-0.525,-0.592,0.048,-0.012,0.000,2
1626880815964615936,pose_received,1626880815962426900,0.15,2.036,-0.455,-0.592,0.048,-0.012,0.000,2
1626880816114789120,pose_received,1626880816112411022,0.15,2.036,-0.385,-0.592,0.048,-0.012,0.000,2
1626880816264806144,pose_received,1626880816262315034,0.15,2.036,-0.315,-0.592,0.048,-0.012,0.000,2
1626880816416016128,pose_received,1626880816412548065,0.15,2.036,-0.245,-0.592,0.048,-0.012,0.000,2
1626880816565644032,pose_received,1626880816563368082,0.15,2.036,-0.175,-0.592,0.048,-0.012,0.000,2
1626880816715131904,pose_received,1626880816712412118,0.15,2.036,-0.105,-0.592,0.048,-0.012,0.000,2
1626880816864537856,pose_received,1626880816862441062,0.15,2.036,-0.035,-0.592,0.048,-0.012,0.000,2
1626880817018076928,pose_received,1626880817012445926,0.15,2.036,0.035,-0.592,0.048,-0.012,0.000,2
1626880817165232896,pose_received,1626880817162513017,0.15,2.036,0.105,-0.592,0.048,-0.012,0.000,2
1626880817318960896,pose_received,1626880817315404891,0.15,2.036,0.105,-0.522,0.048,-0.012,0.000,2
1626880817465285120,pose_received,1626880817462436914,0.15,2.036,0.105,-0.452,0.048,-0.012,0.000,2
1626880817619326976,pose_received,1626880817612426042,0.15,2.036,0.105,-0.382,0.048,-0.012,0.000,2
1626880817764719872,pose_received,1626880817762435913,0.15,2.036,0.105,-0.312,0.048,-0.012,0.000,2
1626880817915749120,pose_received,1626880817912415027,0.15,2.036,0.105,-0.242,0.048,-0.012,0.000,2
1626880818064873984,pose_received,1626880818062488079,0.15,2.036,0.105,-0.172,0.048,-0.012,0.000,2
1626880818215696128,pose_received,1626880818212794065,0.15,2.036,0.105,-0.102,0.048,-0.012,0.000,2
1626880818365165824,pose_received,1626880818362510919,0.15,2.036,0.105,-0.032,0.048,-0.012,0.000,2
1626880818513245184,pose_received,1626880818512166023,0.15,2.036,0.105,0.038,0.048,-0.012,0.000,2
1626880818813658880,pose_received,1626880818812036037,0.15,1.966,0.105,0.038,0.048,-0.012,0.000,2
1626880818963634944,pose_received,1626880818962038040,0.15,1.896,0.105,0.038,0.048,-0.012,0.000,2
1626880819113376000,pose_received,1626880819112023115,0.15,1.826,0.105,0.038,0.048,-0.012,0.000,2
1626880819264684032,pose_received,1626880819262201070,0.15,1.756,0.105,0.038,0.048,-0.012,0.000,2
1626880819415170048,pose_received,1626880819412398099,0.15,1.686,0.105,0.038,0.048,-0.012,0.000,2
1626880819564928000,pose_received,1626880819562458038,0.15,1.616,0.105,0.038,0.048,-0.012,0.000,2
1626880819714857216,pose_received,1626880819712461948,0.15,1.546,0.105,0.038,0.048,-0.012,0.000,2
1626880819865120768,pose_received,1626880819862456083,0.15,1.476,0.105,0.038,0.048,-0.012,0.000,2
1626880820015641088,pose_received,1626880820012788057,0.15,1.406,0.105,0.038,0.048,-0.012,0.000,2
1626880820165158912,pose_received,1626880820162652015,0.15,1.336,0.105,0.038,0.048,-0.012,0.000,2
1626880820314868992,pose_received,1626880820312509059,0.15,1.266,0.105,0.038,0.048,-0.012,0.000,2
1626880820464657920,pose_received,1626880820462315082,0.15,1.196,0.105,0.038,0.048,-0.012,0.000,2
1626880820615128064,pose_received,1626880820612396001,0.15,1.126,0.105,0.038,0.048,-0.012,0.000,2
1626880820764801024,pose_received,1626880820762434005,0.15,1.056,0.105,0.038,0.048,-0.012,0.000,2
1626880820915550976,pose_received,1626880820912426948,0.15,0.986,0.105,0.038,0.048,-0.012,0.000,2
1626880821064603136,pose_received,1626880821062331914,0.15,0.916,0.105,0.038,0.048,-0.012,0.000,2
1626880821214246144,pose_received,1626880821212428092,0.15,0.846,0.105,0.038,0.048,-0.012,0.000,2
1626880821366827008,pose_received,1626880821364624977,0.15,0.776,0.105,0.038,0.048,-0.012,0.000,2
1626880821514434048,pose_received,1626880821512568950,0.15,0.706,0.105,0.038,0.048,-0.012,0.000,2
1626880821665165056,pose_received,1626880821662348985,0.15,0.636,0.105,0.038,0.048,-0.012,0.000,2
1626880821814757120,pose_received,1626880821812429904,0.15,0.566,0.105,0.038,0.048,-0.012,0.000,2
1626880821970588928,pose_received,1626880821966938972,0.15,0.496,0.105,0.038,0.048,-0.012,0.000,2
1626880822115320064,pose_received,1626880822112420082,0.15,0.426,0.105,0.038,0.048,-0.012,0.000,2
1626880822264297984,pose_received,1626880822262476921,0.15,0.356,0.105,0.038,0.048,-0.012,0.000,2
1626880822414486016,pose_received,1626880822412179946,0.15,0.286,0.105,0.038,0.048,-0.012,0.000,2
1626880822564694016,pose_received,1626880822562325000,0.15,0.216,0.105,0.038,0.048,-0.012,0.000,2
1626880822714618880,pose_received,1626880822712496995,0.15,0.146,0.105,0.038,0.048,-0.012,0.000,2
1626880822865369088,pose_received,1626880822862453937,0.15,0.076,0.105,0.038,0.048,-0.012,0.000,2
1626880823014964992,pose_received,1626880823012463092,0.15,0.006,0.105,0.038,0.048,-0.012,0.000,2
1626880823164869120,pose_received,1626880823162462949,0.15,-0.064,0.105,0.038,0.048,-0.012,0.000,2
1626880823317086976,pose_received,1626880823312501907,0.15,-0.134,0.105,0.038,0.048,-0.012,0.000,2
1626880823464665856,pose_received,1626880823462522983,0.15,-0.204,0.105,0.038,0.048,-0.012,0.000,2
1626880823614851072,pose_received,1626880823612370967,0.15,-0.274,0.105,0.038,0.048,-0.012,0.000,2
1626880823764643840,pose_received,1626880823762434005,0.15,-0.344,0.105,0.038,0.048,-0.012,0.000,2
1626880823914525952,pose_received,1626880823912396907,0.15,-0.414,0.105,0.038,0.048,-0.012,0.000,2
1626880824064673792,pose_received,1626880824062388896,0.15,-0.484,0.105,0.038,0.048,-0.012,0.000,2
1626880824214648064,pose_received,1626880824212409019,0.15,-0.554,0.105,0.038,0.048,-0.012,0.000,2
1626880824364738048,pose_received,1626880824362412929,0.15,-0.624,0.105,0.038,0.048,-0.012,0.000,2
1626880824517838080,pose_received,1626880824512469053,0.15,-0.694,0.105,0.038,0.048,-0.012,0.000,2
1626880824664690944,pose_received,1626880824662477970,0.15,-0.764,0.105,0.038,0.048,-0.012,0.000,2
1626880824814817024,pose_received,1626880824812422990,0.15,-0.834,0.105,0.038,0.048,-0.012,0.000,2
1626880824964911104,pose_received,1626880824962420940,0.15,-0.904,0.105,0.038,0.048,-0.012,0.000,2
1626880825114617088,pose_received,1626880825112428903,0.15,-0.974,0.105,0.038,0.048,-0.012,0.000,2
1626880825264548096,pose_received,1626880825262356996,0.15,-1.044,0.105,0.038,0.048,-0.012,0.000,2
1626880825414707968,pose_received,1626880825412429094,0.15,-1.114,0.105,0.038,0.048,-0.012,0.000,2
1626880825564737024,pose_received,1626880825562448024,0.15,-1.184,0.105,0.038,0.048,-0.012,0.000,2
1626880825714388992,pose_received,1626880825712431907,0.15,-1.254,0.105,0.038,0.048,-0.012,0.000,2
1626880825863369984,pose_received,1626880825862178087,0.15,-1.324,0.105,0.038,0.048,-0.012,0.000,2
1626880826014888960,pose_received,1626880826012674093,0.15,-1.394,0.105,0.038,0.048,-0.012,0.000,2
1626880826164700928,pose_received,1626880826162365913,0.15,-1.464,0.105,0.038,0.048,-0.012,0.000,2
1626880826315340032,pose_received,1626880826312463998,0.15,-1.534,0.105,0.038,0.048,-0.012,0.000,2
1626880826464760064,pose_received,1626880826462341070,0.15,-1.604,0.105,0.038,0.048,-0.012,0.000,2
1626880826614373888,pose_received,1626880826612447023,0.15,-1.604,0.105,-0.032,0.048,-0.012,0.000,2
1626880826764833024,pose_received,1626880826762649059,0.15,-1.604,0.105,-0.102,0.048,-0.012,0.000,2
1626880826914465792,pose_received,1626880826912436962,0.15,-1.604,0.105,-0.172,0.048,-0.012,0.000,2
1626880827064512000,pose_received,1626880827062402963,0.15,-1.604,0.105,-0.242,0.048,-0.012,0.000,2
1626880827214603776,pose_received,1626880827212377071,0.15,-1.604,0.105,-0.312,0.048,-0.012,0.000,2
1626880827365570048,pose_received,1626880827362279891,0.15,-1.604,0.105,-0.382,0.048,-0.012,0.000,2
1626880827514831104,pose_received,1626880827512429952,0.15,-1.604,0.105,-0.452,0.048,-0.012,0.000,2
1626880827664585984,pose_received,1626880827662417888,0.15,-1.604,0.105,-0.522,0.048,-0.012,0.000,2
1626880827814883072,pose_received,1626880827812642097,0.15,-1.604,0.105,-0.592,0.048,-0.012,0.000,2
1626880827964572928,pose_received,1626880827962524890,0.15,-1.604,0.105,-0.662,0.048,-0.012,0.000,2
1626880828114928896,pose_received,1626880828112612962,0.15,-1.604,0.105,-0.732,0.048,-0.012,0.000,2
1626880828264465152,pose_received,1626880828262332916,0.15,-1.604,0.105,-0.802,0.048,-0.012,0.000,2
1626880828414656000,pose_received,1626880828412465095,0.15,-1.604,0.105,-0.872,0.048,-0.012,0.000,2
1626880828565186048,pose_received,1626880828562604904,0.15,-1.604,0.035,-0.872,0.048,-0.012,0.000,2
1626880828715229952,pose_received,1626880828712467908,0.15,-1.604,-0.035,-0.872,0.048,-0.012,0.000,2
1626880828864692992,pose_received,1626880828862464904,0.15,-1.604,-0.105,-0.872,0.048,-0.012,0.000,2
1626880829015454976,pose_received,1626880829012613058,0.15,-1.604,-0.175,-0.872,0.048,-0.012,0.000,2
1626880829163590912,pose_received,1626880829162225008,0.15,-1.604,-0.245,-0.872,0.048,-0.012,0.000,2
1626880829313293056,pose_received,1626880829312019109,0.15,-1.604,-0.245,-0.802,0.048,-0.012,0.000,2
1626880829464428032,pose_received,1626880829462271928,0.15,-1.604,-0.315,-0.802,0.048,-0.012,0.000,2
1626880829614699008,pose_received,1626880829612402915,0.15,-1.604,-0.385,-0.802,0.048,-0.012,0.000,2
1626880830214642944,pose_received,1626880830212388992,0.15,-1.604,-0.385,-0.732,0.048,-0.012,0.000,2
1626880830364502784,pose_received,1626880830362536907,0.15,-1.604,-0.385,-0.662,0.048,-0.012,0.000,2
1626880830664668160,pose_received,1626880830662424087,0.15,-1.604,-0.455,-0.662,0.048,-0.012,0.000,2
1626880831114451968,pose_received,1626880831112346887,0.15,-1.604,-0.525,-0.662,0.048,-0.012,0.000,2
1626880831264102912,pose_received,1626880831262341976,0.15,-1.604,-0.525,-0.592,0.048,-0.012,0.000,2
1626880831565069056,pose_received,1626880831562381982,0.15,-1.604,-0.595,-0.592,0.048,-0.012,0.000,2
1626880832164734976,pose_received,1626880832162323951,0.15,-1.604,-0.595,-0.522,0.048,-0.012,0.000,2
1626880832465213184,pose_received,1626880832462418079,0.15,-1.604,-0.665,-0.522,0.048,-0.012,0.000,2
1626880836213669888,pose_received,1626880836212102890,0.15,-1.604,-0.595,-0.522,0.048,-0.012,0.000,1
1626880836363676160,pose_received,1626880836362160921,0.15,-1.604,-0.525,-0.522,0.048,-0.012,0.000,1
1626880836514210048,pose_received,1626880836512408971,0.15,-1.604,-0.455,-0.522,0.048,-0.012,0.000,1
1626880836664627200,pose_received,1626880836662425994,0.15,-1.604,-0.385,-0.522,0.048,-0.012,0.000,1
1626880836814610944,pose_received,1626880836812418937,0.15,-1.604,-0.315,-0.522,0.048,-0.012,0.000,1
1626880836964875008,pose_received,1626880836962387084,0.15,-1.604,-0.245,-0.522,0.048,-0.012,0.000,1
1626880837114953984,pose_received,1626880837112396001,0.15,-1.604,-0.175,-0.522,0.048,-0.012,0.000,1
1626880837264715008,pose_received,1626880837262345075,0.15,-1.604,-0.105,-0.522,0.048,-0.012,0.000,1
1626880837417630976,pose_received,1626880837412935972,0.15,-1.604,-0.035,-0.522,0.048,-0.012,0.000,1
1626880837565208832,pose_received,1626880837562930107,0.15,-1.604,-0.035,-0.452,0.048,-0.012,0.000,1
1626880837715567104,pose_received,1626880837712420940,0.15,-1.604,-0.035,-0.382,0.048,-0.012,0.000,1
1626880837864556032,pose_received,1626880837862436056,0.15,-1.604,-0.035,-0.312,0.048,-0.012,0.000,1
1626880838016498176,pose_received,1626880838012510061,0.15,-1.604,-0.035,-0.242,0.048,-0.012,0.000,1
1626880838164756992,pose_received,1626880838162600040,0.15,-1.604,-0.035,-0.172,0.048,-0.012,0.000,1
1626880838315290880,pose_received,1626880838312356948,0.15,-1.604,-0.035,-0.102,0.048,-0.012,0.000,1
1626880838464067072,pose_received,1626880838462341070,0.15,-1.604,-0.035,-0.032,0.048,-0.012,0.000,1
1626880838615447040,pose_received,1626880838612612009,0.15,-1.604,-0.035,0.038,0.048,-0.012,0.000,1
1626880838764713984,pose_received,1626880838762447118,0.15,-1.534,-0.035,0.038,0.048,-0.012,0.000,1
1626880838914681856,pose_received,1626880838912375926,0.15,-1.464,-0.035,0.038,0.048,-0.012,0.000,1
1626880839065519104,pose_received,1626880839063162088,0.15,-1.394,-0.035,0.038,0.048,-0.012,0.000,1
1626880839214648064,pose_received,1626880839212666034,0.15,-1.324,-0.035,0.038,0.048,-0.012,0.000,1
1626880839364548864,pose_received,1626880839362457036,0.15,-1.254,-0.035,0.038,0.048,-0.012,0.000,1
1626880839514374912,pose_received,1626880839512396097,0.15,-1.184,-0.035,0.038,0.048,-0.012,0.000,1
1626880839664514048,pose_received,1626880839662419080,0.15,-1.114,-0.035,0.038,0.048,-0.012,0.000,1
1626880839813342208,pose_received,1626880839812182903,0.15,-1.044,-0.035,0.038,0.048,-0.012,0.000,1
1626880839964773888,pose_received,1626880839962426900,0.15,-0.974,-0.035,0.038,0.048,-0.012,0.000,1
1626880840114676992,pose_received,1626880840112394094,0.15,-0.904,-0.035,0.038,0.048,-0.012,0.000,1
1626880840264771072,pose_received,1626880840262384891,0.15,-0.834,-0.035,0.038,0.048,-0.012,0.000,1
1626880840414590976,pose_received,1626880840412442922,0.15,-0.764,-0.035,0.038,0.048,-0.012,0.000,1
1626880840564659968,pose_received,1626880840562520027,0.15,-0.694,-0.035,0.038,0.048,-0.012,0.000,1
1626880840714330880,pose_received,1626880840712305068,0.15,-0.624,-0.035,0.038,0.048,-0.012,0.000,1
1626880840864622080,pose_received,1626880840862482070,0.15,-0.554,-0.035,0.038,0.048,-0.012,0.000,1
1626880841014501120,pose_received,1626880841012492895,0.15,-0.484,-0.035,0.038,0.048,-0.012,0.000,1
1626880841164414976,pose_received,1626880841162337064,0.15,-0.414,-0.035,0.038,0.048,-0.012,0.000,1
1626880841314696960,pose_received,1626880841312565088,0.15,-0.344,-0.035,0.038,0.048,-0.012,0.000,1
1626880841464659968,pose_received,1626880841462459087,0.15,-0.274,-0.035,0.038,0.048,-0.012,0.000,1
1626880841614671104,pose_received,1626880841612415075,0.15,-0.204,-0.035,0.038,0.048,-0.012,0.000,1
1626880841764645120,pose_received,1626880841762428998,0.15,-0.134,-0.035,0.038,0.048,-0.012,0.000,1
1626880841914708992,pose_received,1626880841912400007,0.15,-0.064,-0.035,0.038,0.048,-0.012,0.000,1
1626880842064537088,pose_received,1626880842062315940,0.15,0.006,-0.035,0.038,0.048,-0.012,0.000,1
1626880842214765056,pose_received,1626880842212452888,0.15,0.076,-0.035,0.038,0.048,-0.012,0.000,1
1626880842364762112,pose_received,1626880842362421035,0.15,0.146,-0.035,0.038,0.048,-0.012,0.000,1
1626880842514756864,pose_received,1626880842512525081,0.15,0.216,-0.035,0.038,0.048,-0.012,0.000,1
1626880842665576960,pose_received,1626880842662414073,0.15,0.286,-0.035,0.038,0.048,-0.012,0.000,1
1626880842818505984,pose_received,1626880842813193082,0.15,0.356,-0.035,0.038,0.048,-0.012,0.000,1
1626880842963332864,pose_received,1626880842962061882,0.15,0.426,-0.035,0.038,0.048,-0.012,0.000,1
1626880843114149120,pose_received,1626880843112317085,0.15,0.496,-0.035,0.038,0.048,-0.012,0.000,1
1626880843264276992,pose_received,1626880843262444972,0.15,0.566,-0.035,0.038,0.048,-0.012,0.000,1
1626880843414643968,pose_received,1626880843412431955,0.15,0.636,-0.035,0.038,0.048,-0.012,0.000,1
1626880843565090048,pose_received,1626880843562426090,0.15,0.706,-0.035,0.038,0.048,-0.012,0.000,1
1626880843715559936,pose_received,1626880843712436914,0.15,0.776,-0.035,0.038,0.048,-0.012,0.000,1
1626880843865031936,pose_received,1626880843862442016,0.15,0.846,-0.035,0.038,0.048,-0.012,0.000,1
1626880844015568896,pose_received,1626880844013247013,0.15,0.916,-0.035,0.038,0.048,-0.012,0.000,1
1626880844164824064,pose_received,1626880844162432909,0.15,0.986,-0.035,0.038,0.048,-0.012,0.000,1
1626880844315688960,pose_received,1626880844313004016,0.15,1.056,-0.035,0.038,0.048,-0.012,0.000,1
1626880844464814848,pose_received,1626880844462426900,0.15,1.126,-0.035,0.038,0.048,-0.012,0.000,1
1626880844614679040,pose_received,1626880844612544059,0.15,1.196,-0.035,0.038,0.048,-0.012,0.000,1
1626880844764580864,pose_received,1626880844762399911,0.15,1.266,-0.035,0.038,0.048,-0.012,0.000,1
1626880844914580992,pose_received,1626880844912374973,0.15,1.336,-0.035,0.038,0.048,-0.012,0.000,1
1626880845064744960,pose_received,1626880845062311887,0.15,1.406,-0.035,0.038,0.048,-0.012,0.000,1
1626880845214878208,pose_received,1626880845212415933,0.15,1.476,-0.035,0.038,0.048,-0.012,0.000,1
1626880845364270848,pose_received,1626880845362422943,0.15,1.546,-0.035,0.038,0.048,-0.012,0.000,1
1626880845515163904,pose_received,1626880845512433052,0.15,1.616,-0.035,0.038,0.048,-0.012,0.000,1
1626880845665108992,pose_received,1626880845662354946,0.15,1.686,-0.035,0.038,0.048,-0.012,0.000,1
1626880845814834176,pose_received,1626880845812419891,0.15,1.686,-0.035,-0.032,0.048,-0.012,0.000,1
1626880845965145088,pose_received,1626880845962398052,0.15,1.686,-0.035,-0.102,0.048,-0.012,0.000,1
1626880846115021056,pose_received,1626880846112404108,0.15,1.686,-0.035,-0.172,0.048,-0.012,0.000,1
1626880846264818944,pose_received,1626880846262801885,0.15,1.686,-0.035,-0.242,0.048,-0.012,0.000,1
1626880846415087104,pose_received,1626880846412554979,0.15,1.686,-0.035,-0.312,0.048,-0.012,0.000,1
1626880846564482816,pose_received,1626880846562498092,0.15,1.686,-0.035,-0.382,0.048,-0.012,0.000,1
1626880846713288960,pose_received,1626880846712146043,0.15,1.686,-0.035,-0.452,0.048,-0.012,0.000,1
1626880846863133952,pose_received,1626880846861955881,0.15,1.686,-0.035,-0.522,0.048,-0.012,0.000,1
1626880847013499904,pose_received,1626880847012046098,0.15,1.686,-0.035,-0.592,0.048,-0.012,0.000,1
1626880847163224832,pose_received,1626880847162040948,0.15,1.686,-0.035,-0.662,0.048,-0.012,0.000,1
1626880847313189888,pose_received,1626880847312036991,0.15,1.686,-0.035,-0.732,0.048,-0.012,0.000,1
1626880847464345088,pose_received,1626880847462294101,0.15,1.686,-0.064,-0.732,0.048,-0.012,0.000,1
1626880848364679936,pose_received,1626880848362322092,0.15,1.756,-0.064,-0.732,0.048,-0.012,0.000,1
1626880848964719104,pose_received,1626880848962378025,0.15,1.756,-0.064,-0.802,0.048,-0.012,0.000,1
1626880849414987008,pose_received,1626880849412770032,0.15,1.756,-0.134,-0.802,0.048,-0.012,0.000,1
1626880849564559104,pose_received,1626880849562402009,0.15,1.756,-0.204,-0.802,0.048,-0.012,0.000,1
1626880850164380160,pose_received,1626880850162395000,0.15,1.756,-0.204,-0.732,0.048,-0.012,0.000,1
1626880850614504192,pose_received,1626880850612375020,0.15,1.756,-0.274,-0.732,0.048,-0.012,0.000,1
1626880851065323008,pose_received,1626880851062406063,0.15,1.756,-0.344,-0.732,0.048,-0.012,0.000,1
1626880851664841984,pose_received,1626880851662408113,0.15,1.756,-0.414,-0.732,0.048,-0.012,0.000,1
1626880851814585856,pose_received,1626880851812458992,0.15,1.756,-0.484,-0.732,0.048,-0.012,0.000,1
1626880852414739968,pose_received,1626880852412369012,0.15,1.756,-0.554,-0.732,0.048,-0.012,0.000,1
1626880853015350016,pose_received,1626880853012464046,0.15,1.756,-0.554,-0.671,0.048,-0.012,0.000,1
1626880853614414080,pose_received,1626880853612390995,0.15,1.756,-0.624,-0.671,0.048,-0.012,0.000,1
1626880857364702976,pose_received,1626880857362371921,0.15,1.756,-0.554,-0.671,0.048,-0.012,0.000,2
1626880857514834944,pose_received,1626880857512415885,0.15,1.756,-0.484,-0.671,0.048,-0.012,0.000,2
1626880857664882944,pose_received,1626880857662440061,0.15,1.756,-0.414,-0.671,0.048,-0.012,0.000,2
1626880857814778112,pose_received,1626880857812580108,0.15,1.756,-0.344,-0.671,0.048,-0.012,0.000,2
1626880857964965120,pose_received,1626880857962419033,0.15,1.756,-0.274,-0.671,0.048,-0.012,0.000,2
1626880858114394880,pose_received,1626880858112418889,0.15,1.756,-0.204,-0.671,0.048,-0.012,0.000,2
1626880858264416000,pose_received,1626880858262402057,0.15,1.756,-0.134,-0.671,0.048,-0.012,0.000,2
1626880858414545152,pose_received,1626880858412406921,0.15,1.756,-0.064,-0.671,0.048,-0.012,0.000,2
1626880858564338944,pose_received,1626880858562355041,0.15,1.756,0.006,-0.671,0.048,-0.012,0.000,2
1626880858714402816,pose_received,1626880858712379932,0.15,1.756,0.076,-0.671,0.048,-0.012,0.000,2
